"","PID","DateSold","SalePrice","logSalePrice","Rate","LotArea","GrLivArea","Neighborhood","Neighborhood_Int","MSZoning_Int","CentralAir","Age","RemodSinceBuilt","StreetAlley","LotShape","LandContour","LandSlope","LotConfig","IsOnMainroad","IsNearRailroad","IsNearPark","MSSubClass","MSZoning","BldgType","HouseStyle","OverallQual","OverallCond","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","SaleType","SaleCondition","IsPUD","NumFloors","Collapse_MSSubClass","Combine_BathroomsBsmt","Combine_BathroomsAbvGrd","AllBathrooms","Combine_Age","IsRenovated"
"2010",527403040,2009-07-01,156000,5.19312459835446,3.53640909090909,7930,1026,"NAmes","11","6","1",40,36,"1","0","1","0","1","0","0","0","Dwelling_20","RL","1Fam","1Story",6,8,"Gable","CompShg","Plywood","Plywood","None",0,3,3,"CBlock",3,3,1,6,439,2,472,115,1026,"GasA",4,"SBrkr",1026,0,0,1,0,1,0,3,1,4,5,8,0,0,"Detchd",1969,"RFn",2,440,3,3,3,171,48,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",1,1,2,4,TRUE
"2011",535105100,2009-07-01,159000,5.20139712432045,3.53640909090909,9500,1394,"NAmes","11","6","1",46,0,"1","1","1","0","1","0","0","0","Dwelling_20","RL","1Fam","1Story",6,5,"Gable","CompShg","Plywood","Plywood","BrkFace",247,3,3,"CBlock",4,3,1,4,609,1,0,785,1394,"GasA",4,"SBrkr",1394,0,0,1,0,1,1,3,1,3,6,8,2,4,"Attchd",1963,"RFn",2,514,3,3,3,0,76,0,0,185,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",1,1.5,2.5,46,FALSE
"2012",909129100,2009-07-01,159434,5.20258094214048,3.53640909090909,4500,1520,"SWISU","6","3","1",77,68,"3","2","2","0","1","0","0","0","Dwelling_50","RH","1Fam","1.5Fin",5,5,"Gable","CompShg","VinylSd","Stucco","None",0,3,3,"BrkTil",3,3,1,3,182,1,0,611,793,"GasA",5,"SBrkr",848,672,0,0,0,1,0,3,1,3,6,8,0,0,"Detchd",1968,"Unf",1,281,3,3,3,0,0,56,0,0,0,0,"NoFence","NoMisc",0,"WD ","Abnorml",FALSE,1.5,"Traditional",0,1,1,9,TRUE
"2013",908151050,2009-07-01,159500,5.2027606873932,3.53640909090909,7950,1426,"Edwards","5","6","1",32,0,"1","1","2","0","2","0","0","0","Dwelling_60","RL","1Fam","2Story",6,6,"Hip","CompShg","HdBoard","Plywood","BrkFace",140,3,3,"CBlock",3,3,1,4,535,1,0,155,690,"GasA",3,"SBrkr",698,728,0,0,0,1,1,3,1,3,6,8,0,0,"Attchd",1977,"Fin",2,440,3,3,3,252,0,0,0,0,0,0,"MnPrv","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",0,1.5,1.5,32,FALSE
"2014",904301100,2009-07-01,159900,5.20384846374623,3.53640909090909,10547,1152,"Edwards","5","6","1",31,0,"1","1","1","0","1","0","0","0","Dwelling_90","RL","Duplex","SFoyer",5,5,"Gable","CompShg","Plywood","Plywood","None",0,3,3,"PConc",4,4,4,6,1152,1,0,0,1152,"GasA",3,"SBrkr",1152,0,0,2,0,2,0,2,2,3,6,8,0,0,"Detchd",1960,"Unf",1,252,3,2,1,0,0,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Duplex",2,2,4,31,FALSE
"2015",531453100,2009-07-01,162000,5.20951501454263,3.53640909090909,10274,1400,"SawyerW","13","6","1",23,0,"1","1","1","0","4","0","0","0","Dwelling_60","RL","1Fam","2Story",6,7,"Gable","CompShg","VinylSd","VinylSd","BrkFace",141,3,4,"CBlock",4,3,1,3,331,1,0,345,676,"GasA",3,"SBrkr",698,702,0,0,0,2,1,3,1,3,6,8,0,0,"Attchd",1986,"RFn",2,465,3,3,3,0,48,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",0,2.5,2.5,23,FALSE
"2016",906201021,2009-07-01,162000,5.20951501454263,3.53640909090909,10778,1061,"SawyerW","13","6","1",19,1,"1","1","1","0","1","1","0","0","Dwelling_80","RL","1Fam","SLvl",7,6,"Gable","CompShg","HdBoard","HdBoard","None",0,4,3,"PConc",4,3,1,6,460,5,286,308,1054,"GasA",4,"SBrkr",1061,0,0,1,0,1,1,1,1,4,4,8,0,0,"Attchd",1990,"Unf",2,462,3,3,3,114,36,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Split",1,1.5,2.5,18,TRUE
"2017",905200260,2009-07-01,165000,5.21748394421391,3.53640909090909,15400,1774,"Sawyer","8","6","1",48,0,"1","0","1","0","1","0","0","0","Dwelling_80","RL","1Fam","SLvl",5,5,"Hip","CompShg","HdBoard","HdBoard","None",0,3,3,"CBlock",3,4,1,1,0,1,0,552,552,"GasA",3,"SBrkr",904,611,259,0,0,2,0,4,1,3,8,8,1,3,"Attchd",1961,"Unf",1,384,3,3,3,290,40,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Split",0,2,2,48,FALSE
"2018",923275040,2009-07-01,165500,5.21879799811174,3.53640909090909,9101,1110,"Mitchel","12","6","1",31,0,"1","1","1","0","2","0","0","0","Dwelling_85","RL","1Fam","SFoyer",5,6,"Gable","CompShg","Plywood","Plywood","BrkFace",104,3,4,"PConc",4,3,3,6,1097,1,0,0,1097,"GasA",5,"SBrkr",1110,0,0,1,0,1,0,1,1,4,4,8,1,3,"Attchd",1978,"Fin",2,602,3,3,3,303,30,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1.5,"Split",1,1,2,31,FALSE
"2019",528220040,2009-07-01,167800,5.22479195649268,3.53640909090909,8918,1490,"Gilbert","14","6","1",4,1,"1","1","1","0","1","0","0","0","Dwelling_60","RL","1Fam","2Story",6,5,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,3,1,0,1,0,745,745,"GasA",5,"SBrkr",745,745,0,0,0,2,1,3,1,4,7,8,1,4,"Attchd",2005,"Fin",2,392,3,3,3,36,20,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",0,2.5,2.5,3,TRUE
"2020",907420040,2009-07-01,170000,5.23044892137827,3.53640909090909,11069,1396,"CollgCr","18","6","1",2,0,"1","0","1","0","2","0","0","0","Dwelling_60","RL","1Fam","2Story",6,5,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,1,1,0,1,0,608,608,"GasA",5,"SBrkr",608,788,0,0,0,2,1,3,1,4,6,8,1,4,"BuiltIn",2007,"Fin",2,440,3,3,3,100,36,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",0,2.5,2.5,2,FALSE
"2021",905103040,2009-07-01,172500,5.23678909940929,3.53640909090909,11184,1683,"Sawyer","8","6","1",31,0,"1","0","1","0","1","0","0","0","Dwelling_60","RL","1Fam","2Story",6,5,"Hip","CompShg","HdBoard","HdBoard","BrkFace",92,3,3,"CBlock",3,3,1,2,226,3,500,192,918,"GasA",4,"SBrkr",918,765,0,0,0,2,1,3,1,3,7,8,1,3,"Attchd",1978,"RFn",2,440,3,3,3,243,0,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",0,2.5,2.5,31,FALSE
"2022",528188060,2009-07-01,173000,5.2380461031288,3.53640909090909,2268,1626,"NridgHt","26","6","1",6,1,"1","0","1","0","1","0","0","0","Dwelling_160","RL","Twnhs","2Story",7,5,"Gable","CompShg","VinylSd","Wd Shng","Stone",106,4,3,"PConc",4,3,1,6,567,1,0,197,764,"GasA",5,"SBrkr",764,862,0,0,0,2,0,2,1,4,6,8,0,0,"BuiltIn",2003,"RFn",2,474,3,3,3,0,27,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",TRUE,2,"Traditional",0,2,2,5,TRUE
"2023",906392130,2009-07-01,173000,5.2380461031288,3.53640909090909,11646,1422,"CollgCr","18","6","1",4,1,"1","1","1","0","1","0","0","0","Dwelling_60","RL","1Fam","2Story",6,5,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,3,1,0,1,0,704,704,"GasA",5,"SBrkr",704,718,0,0,0,2,1,3,1,4,7,8,1,4,"Attchd",2005,"Fin",2,440,3,3,3,36,28,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",0,2.5,2.5,3,TRUE
"2024",527165130,2009-07-01,173000,5.2380461031288,3.53640909090909,9248,1167,"Gilbert","14","6","1",17,0,"1","1","1","0","1","0","0","0","Dwelling_20","RL","1Fam","1Story",6,6,"Gable","CompShg","HdBoard","HdBoard","BrkFace",106,3,3,"PConc",4,3,1,6,560,1,0,598,1158,"GasA",4,"SBrkr",1167,0,0,1,0,2,0,3,1,4,6,8,0,0,"Attchd",1992,"RFn",2,400,3,3,3,120,26,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",1,2,3,17,FALSE
"2025",909425060,2009-07-01,174500,5.2417954312952,3.53640909090909,12000,1564,"Crawfor","19","6","1",68,9,"1","0","2","0","1","0","0","0","Dwelling_70","RL","1Fam","2Story",7,7,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"CBlock",3,3,1,3,275,1,0,429,704,"GasA",5,"SBrkr",860,704,0,0,0,1,1,3,1,2,7,8,1,4,"Attchd",1941,"Unf",1,234,3,3,3,0,0,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",0,1.5,1.5,59,TRUE
"2026",534278070,2009-07-01,177625,5.24950409093553,3.53640909090909,13495,1728,"NAmes","11","6","1",53,0,"1","1","1","0","2","0","0","0","Dwelling_20","RL","1Fam","1Story",5,6,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",70,3,4,"CBlock",3,3,1,4,625,2,201,222,1048,"GasA",2,"SBrkr",1728,0,0,1,0,2,0,3,1,3,7,7,1,4,"Detchd",1956,"Unf",2,576,3,3,3,0,99,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",1,2,3,53,FALSE
"2027",527163130,2009-07-01,181316,5.25843612955117,3.53640909090909,8803,1516,"Gilbert","14","6","1",15,1,"1","1","1","0","1","0","0","0","Dwelling_60","RL","1Fam","2Story",6,5,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"PConc",4,3,1,6,600,1,0,107,707,"GasA",4,"SBrkr",707,809,0,1,0,2,1,3,1,4,7,8,1,3,"Attchd",1994,"Fin",2,409,3,3,3,0,46,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",1,2.5,3.5,14,TRUE
"2028",527276160,2009-07-01,185000,5.26717172840301,3.53640909090909,11900,1934,"Gilbert","14","6","1",32,0,"1","0","1","0","1","0","0","0","Dwelling_60","RL","1Fam","2Story",5,6,"Gable","CompShg","HdBoard","Wd Sdng","BrkFace",157,3,3,"PConc",4,3,1,5,400,1,0,722,1122,"GasA",5,"SBrkr",946,988,0,1,0,2,1,3,1,3,6,8,1,3,"Attchd",1977,"Unf",2,567,3,3,2,0,176,0,0,200,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",1,2.5,3.5,32,FALSE
"2029",528235010,2009-07-01,188500,5.27531135454181,3.53640909090909,7795,1432,"Gilbert","14","6","1",5,1,"1","1","1","0","1","0","0","0","Dwelling_60","RL","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,1,6,425,1,0,291,716,"GasA",5,"SBrkr",716,716,0,1,0,2,1,3,1,4,6,8,1,4,"Attchd",2004,"Fin",2,432,3,3,3,100,51,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",1,2.5,3.5,4,TRUE
"2030",527105070,2009-07-01,189500,5.27760921430409,3.53640909090909,10179,1608,"Gilbert","14","6","1",12,0,"1","1","1","0","2","0","0","0","Dwelling_60","RL","1Fam","2Story",6,5,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,1,5,847,1,0,98,945,"GasA",5,"SBrkr",945,663,0,0,0,2,1,3,1,3,7,8,1,3,"Attchd",1997,"Fin",2,470,3,3,3,252,30,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",0,2.5,2.5,12,FALSE
"2031",907285050,2009-07-01,191000,5.28103336724773,3.53640909090909,8750,1716,"CollgCr","18","6","1",13,0,"1","0","1","0","1","0","0","0","Dwelling_60","RL","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,1,1,0,1,0,880,880,"GasA",5,"SBrkr",909,807,0,0,0,2,1,2,1,4,7,8,1,3,"Attchd",1996,"RFn",2,512,3,3,3,0,120,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",0,2.5,2.5,13,FALSE
"2032",907192030,2009-07-01,195000,5.29003461136252,3.53640909090909,8935,1660,"CollgCr","18","6","1",7,0,"1","1","1","0","1","0","0","0","Dwelling_60","RL","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",95,4,3,"PConc",4,3,1,1,0,1,0,831,831,"GasA",5,"SBrkr",831,829,0,0,0,2,1,3,1,4,7,8,0,0,"Attchd",2002,"RFn",2,493,3,3,3,144,68,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",0,2.5,2.5,7,FALSE
"2033",528240150,2009-07-01,195500,5.29114676173189,3.53640909090909,10125,1594,"Gilbert","14","6","1",5,0,"1","1","1","0","1","0","0","0","Dwelling_60","RL","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,2,1,0,1,0,846,846,"GasA",5,"SBrkr",846,748,0,0,0,2,1,3,1,4,7,8,1,4,"Attchd",2004,"Fin",2,434,3,3,3,300,48,0,0,0,0,0,"MnPrv","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",0,2.5,2.5,5,FALSE
"2034",908128060,2009-07-01,198500,5.29776051109913,3.53640909090909,7301,1922,"Edwards","5","6","1",6,0,"1","0","1","0","2","0","0","0","Dwelling_85","RL","1Fam","SFoyer",7,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",500,4,3,"Slab",0,0,0,0,0,0,0,0,0,"GasA",5,"SBrkr",495,1427,0,0,0,3,0,4,1,4,7,8,1,5,"BuiltIn",2003,"RFn",2,672,3,3,3,0,0,177,0,0,0,0,"NoFence","NoMisc",0,"ConLD","Normal",FALSE,1.5,"Split",0,3,3,6,FALSE
"2035",916386140,2009-07-01,201000,5.30319605742049,3.53640909090909,8925,1466,"Timber","22","6","1",2,0,"1","1","3","0","1","0","0","0","Dwelling_20","RL","1Fam","1Story",8,5,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,3,6,16,1,0,1450,1466,"GasA",5,"SBrkr",1466,0,0,0,0,2,0,3,1,4,7,8,0,0,"Attchd",2007,"Fin",3,610,3,3,3,100,18,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",0,2,2,2,FALSE
"2036",909279010,2009-07-01,205000,5.31175386105575,3.53640909090909,8145,2480,"Crawfor","19","6","1",69,10,"1","1","3","0","2","0","0","0","Dwelling_90","RL","Duplex","2.5Unf",7,6,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"BrkTil",3,3,1,2,246,1,0,674,920,"GasA",5,"SBrkr",1240,1240,0,0,0,2,1,5,2,3,13,8,2,4,"Detchd",1940,"Unf",2,400,3,3,3,0,0,57,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Duplex",0,2.5,2.5,59,TRUE
"2037",906223060,2009-07-01,213000,5.32837960343874,3.53640909090909,9317,1775,"SawyerW","13","6","1",16,0,"1","0","1","0","1","0","0","0","Dwelling_60","RL","1Fam","2Story",7,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",137,4,3,"PConc",4,3,1,5,513,1,0,227,740,"GasA",5,"SBrkr",1006,769,0,1,0,2,1,3,1,4,7,8,1,3,"Attchd",1993,"Unf",2,425,3,3,3,234,72,192,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",1,2.5,3.5,16,FALSE
"2038",916403250,2009-07-01,213500,5.32939787936104,3.53640909090909,14419,1479,"Timber","22","6","1",22,2,"1","1","1","0","2","0","0","0","Dwelling_80","RL","1Fam","SLvl",7,5,"Hip","CompShg","Plywood","Plywood","BrkFace",310,3,3,"PConc",4,3,4,6,904,5,624,117,1645,"GasA",5,"SBrkr",1479,0,0,2,0,2,1,3,1,4,7,7,1,2,"Attchd",1987,"Fin",2,578,3,3,3,224,238,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Split",2,2.5,4.5,20,TRUE
"2039",903400220,2009-07-01,214500,5.33142729652074,3.53640909090909,11888,2134,"BrkSide","3","6","0",93,78,"3","1","2","0","1","0","0","1","Dwelling_75","RL","1Fam","2.5Unf",6,6,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,3,3,"BrkTil",3,3,1,1,0,1,0,844,844,"GasA",4,"FuseA",1445,689,0,0,0,2,0,5,1,4,10,8,0,0,"Detchd",1930,"Unf",2,441,3,3,3,0,60,268,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2.5,"Traditional",0,2,2,15,TRUE
"2040",528175060,2009-07-01,230000,5.36172783601759,3.53640909090909,5001,1314,"NridgHt","26","6","1",2,1,"1","1","1","0","1","0","0","0","Dwelling_120","RL","Twnhs","1Story",7,5,"Gable","CompShg","VinylSd","VinylSd","Stone",166,4,3,"PConc",4,3,1,6,904,1,0,410,1314,"GasA",5,"SBrkr",1314,0,0,1,0,2,0,2,1,4,6,8,1,4,"Attchd",2008,"RFn",2,626,3,3,3,172,62,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",TRUE,1,"Traditional",1,2,3,1,TRUE
"2041",533135020,2009-07-01,235000,5.37106786227174,3.53640909090909,11949,1755,"NoRidge","27","6","1",18,17,"1","0","1","0","1","0","0","0","Dwelling_60","RL","1Fam","2Story",7,8,"Gable","CompShg","VinylSd","VinylSd","BrkFace",196,4,4,"PConc",4,3,1,6,601,5,216,158,975,"GasA",5,"SBrkr",975,780,0,0,1,2,1,3,1,4,7,8,1,3,"Attchd",1991,"Unf",2,524,3,3,3,502,60,0,0,0,0,0,"GdPrv","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",0.5,2.5,3,1,TRUE
"2042",527132090,2009-07-01,240000,5.38021124171161,3.53640909090909,7380,1478,"StoneBr","25","6","1",11,0,"1","1","1","0","2","0","0","0","Dwelling_120","RL","1Fam","1Story",8,5,"Gable","CompShg","CemntBd","CmentBd","None",0,3,3,"PConc",4,3,3,6,341,1,0,1077,1418,"GasA",5,"SBrkr",1478,0,0,1,0,2,0,2,1,3,5,8,0,0,"Attchd",1998,"Fin",2,495,3,3,3,168,43,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",TRUE,1,"Traditional",1,2,3,11,FALSE
"2043",528280230,2009-07-01,244000,5.38738982633873,3.53640909090909,12224,2054,"Gilbert","14","6","1",9,0,"1","1","1","0","2","0","0","0","Dwelling_60","RL","1Fam","2Story",6,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",40,4,3,"PConc",4,3,1,6,695,1,0,297,992,"GasA",5,"SBrkr",1022,1032,0,1,0,2,1,3,1,4,7,8,1,3,"BuiltIn",2000,"RFn",2,390,3,3,3,24,48,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",1,2.5,3.5,9,FALSE
"2044",528456180,2009-07-01,252678,5.40256743070293,3.53640909090909,8640,1852,"Somerst","21","4","1",0,0,"1","0","1","0","1","0","0","0","Dwelling_60","FV","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,1,6,822,1,0,78,900,"GasA",5,"SBrkr",932,920,0,1,0,2,1,3,1,4,7,8,1,3,"Attchd",2009,"RFn",2,644,3,3,3,168,108,0,0,0,0,0,"NoFence","NoMisc",0,"New","Partial",FALSE,2,"Traditional",1,2.5,3.5,0,FALSE
"2045",528120020,2009-07-01,255500,5.40739090447073,3.53640909090909,11146,1717,"NridgHt","26","6","1",3,0,"1","1","1","0","1","0","0","0","Dwelling_20","RL","1Fam","1Story",8,5,"Gable","CompShg","VinylSd","VinylSd","Stone",250,4,3,"PConc",5,3,3,1,0,1,0,1709,1709,"GasA",5,"SBrkr",1717,0,0,0,0,2,0,3,1,4,7,8,1,4,"Attchd",2006,"RFn",3,908,3,3,3,169,39,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",0,2,2,3,FALSE
"2046",528172060,2009-07-01,255900,5.40807028588719,3.53640909090909,9658,1606,"NridgHt","26","6","1",3,0,"1","1","1","0","1","0","0","0","Dwelling_20","RL","1Fam","1Story",8,5,"Gable","CompShg","VinylSd","VinylSd","Stone",383,4,3,"PConc",4,3,1,1,0,1,0,1598,1598,"GasA",4,"SBrkr",1606,0,0,0,0,2,0,3,1,4,6,8,1,4,"Attchd",2006,"RFn",3,871,3,3,3,230,60,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",0,2,2,3,FALSE
"2047",535125070,2009-07-01,256000,5.40823996531185,3.53640909090909,14695,1567,"NAmes","11","6","1",43,42,"1","1","1","0","1","0","0","0","Dwelling_20","RL","1Fam","1Story",6,8,"Gable","CompShg","MetalSd","MetalSd","BrkFace",210,3,4,"CBlock",3,3,1,5,1387,1,0,175,1562,"GasA",4,"SBrkr",1567,0,0,1,0,2,0,2,1,4,5,8,2,4,"Attchd",1966,"Unf",2,542,3,3,3,0,110,0,0,342,0,0,"GdWo","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",1,2,3,1,TRUE
"2048",528108010,2009-07-01,256300,5.40874860618424,3.53640909090909,14230,1600,"NridgHt","26","6","1",2,0,"1","0","1","0","2","0","0","0","Dwelling_20","RL","1Fam","1Story",8,5,"Gable","CompShg","VinylSd","VinylSd","Stone",640,4,3,"PConc",4,3,1,1,0,1,0,1566,1566,"GasA",5,"SBrkr",1600,0,0,0,0,2,0,3,1,4,7,8,1,4,"Attchd",2007,"RFn",3,890,3,3,3,0,56,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",0,2,2,2,FALSE
"2049",528275160,2009-07-01,257500,5.41077723337721,3.53640909090909,12891,2004,"Gilbert","14","6","1",7,0,"1","1","1","0","2","0","0","0","Dwelling_60","RL","1Fam","2Story",8,5,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,3,1,6,651,1,0,219,870,"GasA",5,"SBrkr",878,1126,0,1,0,2,1,4,1,4,8,8,1,4,"BuiltIn",2002,"Fin",3,644,3,3,3,0,48,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",1,2.5,3.5,7,FALSE
"2050",528354050,2009-07-01,265000,5.42324587393681,3.53640909090909,10208,2344,"NoRidge","27","6","1",13,1,"1","1","1","0","1","0","0","0","Dwelling_60","RL","1Fam","2Story",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",921,4,3,"PConc",4,3,1,1,0,1,0,1264,1264,"GasA",5,"SBrkr",1277,1067,0,0,0,2,1,3,1,4,7,8,1,3,"Attchd",1996,"RFn",3,889,3,3,3,220,0,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",0,2.5,2.5,12,TRUE
"2051",528477070,2009-07-01,270000,5.43136376415899,3.53640909090909,10603,1795,"Somerst","21","4","1",3,0,"1","0","1","0","1","0","0","0","Dwelling_60","FV","1Fam","2Story",8,5,"Hip","CompShg","VinylSd","VinylSd","Stone",121,4,3,"PConc",5,4,1,6,682,1,0,218,900,"GasA",5,"SBrkr",909,886,0,1,0,2,1,3,1,4,8,8,1,4,"Attchd",2006,"Fin",3,782,3,3,3,168,45,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",1,2.5,3.5,3,FALSE
"2052",527355150,2009-07-01,278000,5.44404479591808,3.53640909090909,9600,2524,"NWAmes","15","6","1",28,0,"1","0","1","0","1","0","0","1","Dwelling_20","RL","1Fam","1Story",8,5,"Hip","WdShngl","BrkFace","BrkFace","None",0,4,3,"PConc",4,3,1,5,1104,1,0,1420,2524,"GasA",3,"SBrkr",2524,0,0,1,0,2,1,4,1,4,9,8,1,4,"Attchd",1981,"Fin",2,542,3,3,3,474,120,0,0,0,0,0,"MnPrv","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",1,2.5,3.5,28,FALSE
"2053",533206020,2009-07-01,280750,5.4483197649335,3.53640909090909,2880,3005,"Somerst","21","4","1",5,1,"3","0","1","0","1","0","0","0","Dwelling_160","FV","Twnhs","2Story",7,5,"Gable","CompShg","MetalSd","MetalSd","None",0,4,3,"PConc",4,3,1,1,0,1,0,1376,1376,"GasA",5,"SBrkr",1376,1629,0,0,0,2,1,3,1,4,9,5,1,3,"BuiltIn",2004,"Fin",3,704,3,3,3,0,177,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",TRUE,2,"Traditional",0,2.5,2.5,4,TRUE
"2054",909475040,2009-07-01,315000,5.4983105537896,3.53640909090909,17597,2365,"Crawfor","19","6","1",38,38,"1","0","2","0","1","0","0","0","Dwelling_20","RL","1Fam","1Story",7,9,"Hip","CompShg","BrkFace","BrkFace","None",0,4,4,"CBlock",4,3,1,6,803,5,419,581,1803,"GasA",3,"SBrkr",2365,0,0,1,0,2,0,3,1,5,7,7,2,4,"Attchd",1971,"Fin",2,551,3,3,3,200,144,0,0,0,0,0,"GdPrv","NoMisc",0,"WD ","Normal",FALSE,1,"Traditional",1,2,3,0,TRUE
"2055",528108070,2009-07-01,335000,5.52504480703685,3.53640909090909,11308,2184,"NridgHt","26","6","1",1,0,"1","1","1","0","1","0","0","0","Dwelling_60","RL","1Fam","2Story",9,5,"Gable","CompShg","VinylSd","VinylSd","Stone",154,5,3,"PConc",5,3,3,6,936,1,0,168,1104,"GasA",5,"SBrkr",1130,1054,0,1,0,2,1,3,1,5,10,8,1,4,"Attchd",2008,"Fin",3,836,3,3,3,0,102,0,0,0,0,0,"NoFence","NoMisc",0,"WD ","Normal",FALSE,2,"Traditional",1,2.5,3.5,1,FALSE
